name,pokedex_number,abilities,attack,capture_rate,classfication,defense,height_m,hp,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
Timburr,532,"['Guts', 'Sheer Force', 'Iron Fist']",80,180,Muscular Pokémon,55,0.6,75,25,35,35,fighting,,12.5,5,0
Darumaka,554,"['Hustle', 'Inner Focus']",90,120,Zen Charm Pokémon,45,0.6,70,15,45,50,fire,,37.5,5,0
Scraggy,559,"['Shed Skin', 'Moxie', 'Intimidate']",75,180,Shedding Pokémon,70,0.6,50,35,70,48,dark,fighting,11.8,5,0
Trubbish,568,"['Stench', 'Sticky Hold', 'Aftermath']",50,190,Trash Bag Pokémon,62,0.6,50,40,62,65,poison,,31,5,0
Duosion,578,"['Overcoat', 'Magic Guard', 'Regenerator']",40,100,Mitosis Pokémon,50,0.6,65,125,60,30,psychic,,8,5,0
Deerling,585,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",60,190,Season Pokémon,50,0.6,60,40,50,75,normal,grass,19.5,5,0
Amoonguss,591,"['Effect Spore', 'Regenerator']",85,75,Mushroom Pokémon,70,0.6,114,85,80,30,grass,poison,10.5,5,0
Ferroseed,597,['Iron Barbs'],50,255,Thorn Seed Pokémon,91,0.6,44,24,86,10,grass,steel,18.8,5,0
Klang,600,"['Plus', 'Minus', 'Clear Body']",80,60,Gear Pokémon,95,0.6,60,70,85,50,steel,,51,5,0
Klinklang,601,"['Plus', 'Minus', 'Clear Body']",100,30,Gear Pokémon,115,0.6,60,70,85,90,steel,,81,5,0
Lampent,608,"['Flash Fire', 'Flame Body', 'Infiltrator']",40,90,Lamp Pokémon,60,0.6,60,95,60,55,ghost,fire,13,5,0
Axew,610,"['Rivalry', 'Mold Breaker', 'Unnerve']",87,75,Tusk Pokémon,60,0.6,46,30,40,57,dragon,,18,5,0
Meloetta,648,['Serene Grace'],128,3,Melody Pokémon,90,0.6,100,77,77,128,normal,psychic,6.5,5,1
Tepig,498,"['Blaze', 'Thick Fat']",63,45,Fire Pig Pokémon,45,0.5,65,45,45,45,fire,,9.9,5,0
Oshawott,501,"['Torrent', 'Shell Armor']",55,45,Sea Otter Pokémon,45,0.5,55,63,45,45,water,,5.9,5,0
Patrat,504,"['Run Away', 'Keen Eye', 'Analytic']",55,255,Scout Pokémon,39,0.5,45,35,39,42,normal,,11.6,5,0
Tympole,535,"['Swift Swim', 'Hydration', 'Water Absorb']",50,255,Tadpole Pokémon,40,0.5,50,50,40,64,water,,4.5,5,0
Swadloon,541,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",63,120,Leaf-Wrapped Pokémon,90,0.5,55,50,80,42,bug,grass,7.3,5,0
Petilil,548,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",35,190,Bulb Pokémon,50,0.5,45,70,50,30,grass,,6.6,5,0
Yamask,562,['Mummy'],30,190,Spirit Pokémon,85,0.5,38,55,65,30,ghost,,1.5,5,0
Archen,566,['Defeatist'],112,45,First Bird Pokémon,45,0.5,55,74,45,70,rock,flying,9.5,5,0
Cinccino,573,"['Cute Charm', 'Technician', 'Skill Link']",95,60,Scarf Pokémon,60,0.5,75,65,60,115,normal,,7.5,5,0
Ducklett,580,"['Keen Eye', 'Big Pecks', 'Hydration']",44,190,Water Bird Pokémon,50,0.5,62,44,50,55,water,flying,5.5,5,0
Karrablast,588,"['Swarm', 'Shed Skin', 'No Guard']",75,200,Clamping Pokémon,45,0.5,50,40,45,60,bug,,5.9,5,0
Elgyem,605,"['Telepathy', 'Synchronize', 'Analytic']",55,255,Cerebral Pokémon,55,0.5,55,85,55,30,psychic,,9,5,0
Cubchoo,613,"['Snow Cloak', 'Slush Rush', 'Rattled']",70,120,Chill Pokémon,40,0.5,55,60,40,40,ice,,8.5,5,0
Pawniard,624,"['Defiant', 'Inner Focus', 'Pressure']",85,120,Sharp Blade Pokémon,70,0.5,45,40,40,60,dark,steel,10.2,5,0
Rufflet,627,"['Keen Eye', 'Sheer Force', 'Hustle']",83,190,Eaglet Pokémon,50,0.5,70,37,50,60,normal,flying,10.5,5,0
Vullaby,629,"['Big Pecks', 'Overcoat', 'Weak Armor']",55,190,Diapered Pokémon,75,0.5,70,45,65,60,dark,flying,9,5,0
Victini,494,['Victory Star'],100,3,Victory Pokémon,100,0.4,100,100,100,100,psychic,fire,4,5,1
Lillipup,506,"['Vital Spirit', 'Pickup', 'Run Away']",60,255,Puppy Pokémon,45,0.4,45,25,45,55,normal,,4.1,5,0
Purrloin,509,"['Limber', 'Unburden', 'Prankster']",50,255,Devious Pokémon,37,0.4,41,50,37,66,dark,,10.1,5,0
Roggenrola,524,"['Sturdy', 'Weak Armor', 'Sand Force']",75,255,Mantle Pokémon,85,0.4,55,25,25,15,rock,,18,5,0
Woobat,527,"['Unaware', 'Klutz', 'Simple']",45,190,Bat Pokémon,43,0.4,65,55,43,72,psychic,flying,2.1,5,0
Venipede,543,"['Poison Point', 'Swarm', 'Speed Boost']",45,255,Centipede Pokémon,59,0.4,30,30,39,57,bug,poison,5.3,5,0
Minccino,572,"['Cute Charm', 'Technician', 'Skill Link']",50,255,Chinchilla Pokémon,40,0.4,55,40,40,75,normal,,5.8,5,0
Gothita,574,"['Frisk', 'Competitive', 'Shadow Tag']",30,200,Fixation Pokémon,50,0.4,45,55,65,45,psychic,,5.8,5,0
Vanillite,582,"['Ice Body', 'Snow Cloak', 'Weak Armor']",50,255,Fresh Snow Pokémon,50,0.4,36,65,60,44,ice,,5.7,5,0
Emolga,587,"['Static', 'Motor Drive']",75,200,Sky Squirrel Pokémon,60,0.4,55,75,60,103,electric,flying,5,5,0
Shelmet,616,"['Hydration', 'Shell Armor', 'Overcoat']",40,200,Snail Pokémon,85,0.4,50,40,65,25,bug,,7.7,5,0
Pidove,519,"['Big Pecks', 'Super Luck', 'Rivalry']",55,255,Tiny Pigeon Pokémon,50,0.3,50,36,30,43,normal,flying,2.1,5,0
Drilbur,529,"['Sand Rush', 'Sand Force', 'Mold Breaker']",85,120,Mole Pokémon,40,0.3,60,30,45,68,ground,,8.5,5,0
Sewaddle,540,"['Swarm', 'Chlorophyll', 'Overcoat']",53,255,Sewing Pokémon,70,0.3,45,40,60,42,bug,grass,2.5,5,0
Cottonee,546,"['Prankster', 'Infiltrator', 'Chlorophyll']",27,190,Cotton Puff Pokémon,60,0.3,40,37,50,66,grass,fairy,0.6,5,0
Dwebble,557,"['Sturdy', 'Shell Armor', 'Weak Armor']",65,190,Rock Inn Pokémon,85,0.3,50,35,35,55,bug,rock,14.5,5,0
Solosis,577,"['Overcoat', 'Magic Guard', 'Regenerator']",30,200,Cell Pokémon,40,0.3,45,105,50,20,psychic,,1,5,0
Klink,599,"['Plus', 'Minus', 'Clear Body']",55,130,Gear Pokémon,70,0.3,40,45,60,30,steel,,21,5,0
Litwick,607,"['Flash Fire', 'Flame Body', 'Infiltrator']",30,190,Candle Pokémon,55,0.3,50,65,55,20,ghost,fire,3.1,5,0
Durant,632,"['Swarm', 'Hustle', 'Truant']",109,90,Iron Ant Pokémon,112,0.3,58,48,48,109,bug,steel,33,5,0
Foongus,590,"['Effect Spore', 'Regenerator']",55,190,Mushroom Pokémon,45,0.2,69,55,55,15,grass,poison,1,5,0
Tynamo,602,['Levitate'],55,190,EleFish Pokémon,40,0.2,35,45,40,60,electric,,0.3,5,0
Joltik,595,"['Compoundeyes', 'Unnerve', 'Swarm']",47,190,Attaching Pokémon,50,0.1,50,57,50,65,bug,electric,0.6,5,0
Yveltal,717,['Dark Aura'],131,45,Destruction Pokémon,95,5.8,126,131,98,99,dark,flying,203,6,1
Zygarde,718,"['Aura Break', 'Power Construct']",100,3,Order Pokémon,121,5,216,91,95,85,dragon,ground,284.6,6,1
Xerneas,716,['Fairy Aura'],131,45,Life Pokémon,95,3,126,131,98,99,fairy,,215,6,1
Aurorus,699,"['Refrigerate', 'Snow Warning']",77,45,Tundra Pokémon,72,2.7,123,99,92,58,rock,ice,225,6,0
Tyrantrum,697,"['Strong Jaw', 'Rock Head']",121,45,Despot Pokémon,119,2.5,82,69,59,71,rock,dragon,270,6,0
Pangoro,675,"['Iron Fist', 'Mold Breaker', 'Scrappy']",124,65,Daunting Pokémon,78,2.1,95,69,71,58,fighting,dark,136,6,0
Goodra,706,"['Sap Sipper', 'Hydration', 'Gooey']",100,45,Dragon Pokémon,70,2,90,110,150,80,dragon,,150.5,6,0
Avalugg,713,"['Own Tempo', 'Ice Body', 'Sturdy']",117,55,Iceberg Pokémon,184,2,95,44,46,28,ice,,505,6,0
Dragalge,691,"['Poison Point', 'Poison Touch', 'Adaptability']",75,55,Mock Kelp Pokémon,90,1.8,65,97,123,44,poison,dragon,81.5,6,0
Gogoat,673,"['Sap Sipper', 'Grass Pelt']",100,45,Mount Pokémon,62,1.7,123,97,81,68,grass,,91,6,0
Aegislash,681,['Stance Change'],150,45,Royal Sword Pokémon,50,1.7,60,150,50,60,steel,ghost,53,6,0
Gourgeist,711,"['Pickup', 'Frisk', 'Insomnia']",100,60,Pumpkin Pokémon,122,1.7,85,58,75,54,ghost,grass,39,6,0
Volcanion,721,['Water Absorb'],110,3,Steam Pokémon,120,1.7,80,130,90,70,fire,water,195,6,1
Chesnaught,652,"['Overgrow', 'Bulletproof']",107,45,Spiny Armor Pokémon,122,1.6,88,74,75,64,grass,fighting,90,6,0
Delphox,655,"['Blaze', 'Magician']",69,45,Fox Pokémon,72,1.5,75,114,100,104,fire,psychic,39,6,0
Greninja,658,"['Torrent', 'Protean', 'Battle Bond']",145,45,Ninja Pokémon,67,1.5,72,153,71,132,water,dark,40,6,0
Pyroar,668,"['Rivalry', 'Unnerve', 'Moxie']",68,65,Royal Pokémon,72,1.5,86,109,66,106,fire,normal,81.5,6,0
Malamar,687,"['Contrary', 'Suction Cups', 'Infiltrator']",92,80,Overturning Pokémon,88,1.5,86,68,75,73,dark,psychic,47,6,0
Trevenant,709,"['Natural Cure', 'Frisk', 'Harvest']",110,60,Elder Tree Pokémon,76,1.5,85,65,82,56,ghost,grass,71,6,0
Noivern,715,"['Frisk', 'Infiltrator', 'Telepathy']",70,45,Sound Wave Pokémon,80,1.5,85,97,80,123,flying,dragon,85,6,0
Barbaracle,689,"['Tough Claws', 'Sniper', 'Pickpocket']",105,45,Collective Pokémon,115,1.3,72,54,86,68,rock,water,96,6,0
Clawitzer,693,['Mega Launcher'],73,55,Howitzer Pokémon,88,1.3,71,120,89,59,water,,35.3,6,0
Amaura,698,"['Refrigerate', 'Snow Warning']",59,45,Tundra Pokémon,50,1.3,77,67,63,46,rock,ice,25.2,6,0
Talonflame,663,"['Flame Body', 'Gale Wings']",81,45,Scorching Pokémon,71,1.2,78,74,69,126,fire,flying,24.5,6,0
Vivillon,666,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",52,45,Scale Pokémon,50,1.2,80,90,50,89,bug,flying,17,6,0
Furfrou,676,['Fur Coat'],80,160,Poodle Pokémon,60,1.2,75,65,90,102,normal,,28,6,0
Florges,671,"['Flower Veil', 'Symbiosis']",65,45,Garden Pokémon,68,1.1,78,112,154,75,fairy,,10,6,0
Braixen,654,"['Blaze', 'Magician']",59,45,Fox Pokémon,58,1,59,90,70,73,fire,,14.5,6,0
Diggersby,660,"['Pickup', 'Cheek Pouch', 'Huge Power']",56,127,Digging Pokémon,77,1,85,50,77,78,normal,ground,42.4,6,0
Heliolisk,695,"['Dry Skin', 'Sand Veil', 'Solar Power']",55,75,Generator Pokémon,52,1,62,109,94,109,electric,normal,21,6,0
Sylveon,700,"['Cute Charm', 'Pixilate']",65,45,Intertwining Pokémon,65,1,95,110,130,60,fairy,,23.5,6,0
Bergmite,712,"['Own Tempo', 'Ice Body', 'Sturdy']",69,190,Ice Chunk Pokémon,85,1,55,32,35,28,ice,,99.5,6,0
Skiddo,672,"['Sap Sipper', 'Grass Pelt']",65,200,Mount Pokémon,48,0.9,66,62,57,52,grass,,31,6,0
Honedge,679,['No Guard'],80,180,Sword Pokémon,100,0.8,45,35,37,28,steel,ghost,2,6,0
Doublade,680,['No Guard'],110,90,Sword Pokémon,150,0.8,59,45,49,35,steel,ghost,4.5,6,0
Aromatisse,683,"['Healer', 'Aroma Veil']",72,140,Fragrance Pokémon,72,0.8,101,99,89,29,fairy,,15.5,6,0
Slurpuff,685,"['Sweet Veil', 'Unburden']",80,140,Meringue Pokémon,86,0.8,82,85,75,72,fairy,,5,6,0
Tyrunt,696,"['Strong Jaw', 'Sturdy']",89,45,Royal Heir Pokémon,77,0.8,58,45,45,48,rock,dragon,26,6,0
Hawlucha,701,"['Limber', 'Unburden', 'Mold Breaker']",92,100,Wrestling Pokémon,75,0.8,78,74,63,118,fighting,flying,21.5,6,0
Sliggoo,705,"['Sap Sipper', 'Hydration', 'Gooey']",75,45,Soft Tissue Pokémon,53,0.8,68,83,113,60,dragon,,17.5,6,0
Pumpkaboo,710,"['Pickup', 'Frisk', 'Insomnia']",66,120,Pumpkin Pokémon,70,0.8,59,44,55,41,ghost,grass,15,6,0
Quilladin,651,"['Overgrow', 'Bulletproof']",78,45,Spiny Armor Pokémon,95,0.7,61,56,58,57,grass,,29,6,0
Fletchinder,662,"['Flame Body', 'Gale Wings']",73,120,Ember Pokémon,55,0.7,62,56,52,84,fire,flying,16,6,0
Diancie,719,['Clear Body'],160,3,Jewel Pokémon,110,0.7,50,160,110,110,rock,fairy,8.8,6,1
Frogadier,657,"['Torrent', 'Protean']",63,45,Bubble Frog Pokémon,52,0.6,54,83,56,97,water,,10.9,6,0
Litleo,667,"['Rivalry', 'Unnerve', 'Moxie']",50,220,Lion Cub Pokémon,58,0.6,62,73,54,72,fire,normal,13.5,6,0
Pancham,674,"['Iron Fist', 'Mold Breaker', 'Scrappy']",82,220,Playful Pokémon,62,0.6,67,46,48,43,fighting,,8,6,0
Meowstic,678,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",48,75,Constraint Pokémon,76,0.6,74,83,81,104,psychic,,8.5,6,0
Binacle,688,"['Tough Claws', 'Sniper', 'Pickpocket']",52,120,Two-Handed Pokémon,67,0.5,42,39,56,50,rock,water,31,6,0
Skrelp,690,"['Poison Point', 'Poison Touch', 'Adaptability']",60,225,Mock Kelp Pokémon,60,0.5,50,60,60,30,poison,water,7.3,6,0
Clauncher,692,['Mega Launcher'],53,225,Water Gun Pokémon,62,0.5,50,58,63,44,water,,8.3,6,0
Helioptile,694,"['Dry Skin', 'Sand Veil', 'Solar Power']",38,190,Generator Pokémon,33,0.5,44,61,43,70,electric,normal,6,6,0
Noibat,714,"['Frisk', 'Infiltrator', 'Telepathy']",30,190,Sound Wave Pokémon,35,0.5,40,45,40,55,flying,dragon,8,6,0
Chespin,650,"['Overgrow', 'Bulletproof']",61,45,Spiky Nut Pokémon,65,0.4,56,48,45,38,grass,,9,6,0
Fennekin,653,"['Blaze', 'Magician']",45,45,Fox Pokémon,40,0.4,40,62,60,60,fire,,9.4,6,0
Bunnelby,659,"['Pickup', 'Cheek Pouch', 'Huge Power']",36,255,Digging Pokémon,38,0.4,38,32,36,57,normal,,5,6,0
Swirlix,684,"['Sweet Veil', 'Unburden']",48,200,Cotton Candy Pokémon,66,0.4,62,59,57,49,fairy,,3.5,6,0
Inkay,686,"['Contrary', 'Suction Cups', 'Infiltrator']",54,190,Revolving Pokémon,53,0.4,53,37,46,45,dark,psychic,3.5,6,0
Phantump,708,"['Natural Cure', 'Frisk', 'Harvest']",70,120,Stump Pokémon,48,0.4,43,50,60,38,ghost,grass,7,6,0
Froakie,656,"['Torrent', 'Protean']",56,45,Bubble Frog Pokémon,40,0.3,41,62,44,71,water,,7,6,0
Fletchling,661,"['Big Pecks', 'Gale Wings']",50,255,Tiny Robin Pokémon,43,0.3,45,40,38,62,normal,flying,1.7,6,0
Scatterbug,664,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",35,255,Scatterdust Pokémon,40,0.3,38,27,25,35,bug,,2.5,6,0
Spewpa,665,"['Shed Skin', 'Friend Guard']",22,120,Scatterdust Pokémon,60,0.3,45,27,30,29,bug,,8.4,6,0
Espurr,677,"['Keen Eye', 'Infiltrator', 'Own Tempo']",48,190,Restraint Pokémon,54,0.3,62,63,60,68,psychic,,3.5,6,0
Carbink,703,"['Clear Body', 'Sturdy']",50,60,Jewel Pokémon,150,0.3,50,50,150,50,rock,fairy,5.7,6,0
Goomy,704,"['Sap Sipper', 'Hydration', 'Gooey']",50,45,Soft Tissue Pokémon,35,0.3,45,55,75,40,dragon,,2.8,6,0
Floette,670,"['Flower Veil', 'Symbiosis']",65,120,Fairy Pokémon,67,0.2,74,125,128,92,fairy,,0.9,6,0
Spritzee,682,"['Healer', 'Aroma Veil']",52,200,Perfume Pokémon,60,0.2,78,63,65,23,fairy,,0.5,6,0
Dedenne,702,"['Cheek Pouch', 'Pickup', 'Plus']",58,180,Antenna Pokémon,57,0.2,67,81,67,101,electric,fairy,2.2,6,0
Klefki,707,"['Prankster', 'Magician']",80,75,Key Ring Pokémon,91,0.2,57,80,87,75,steel,fairy,3,6,0
Flabébé,669,"['Flower Veil', 'Symbiosis']",38,225,Single Bloom Pokémon,39,0.1,44,61,79,42,fairy,,0.1,6,0
Hoopa,720,['Magician'],160,3,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),60,,80,170,130,80,psychic,ghost,,6,1
Celesteela,797,['Beast Boost'],101,25,Launch Pokémon,103,9.2,97,107,101,61,steel,flying,999.9,7,1
Guzzlord,799,['Beast Boost'],101,15,Junkivore Pokémon,53,5.5,223,97,53,43,dark,dragon,888,7,1
Lunala,792,['Shadow Shield'],113,45,Moone Pokémon,89,4,137,137,107,97,psychic,ghost,120,7,1
Dhelmise,781,['Steelworker'],131,25,Sea Creeper Pokémon,100,3.9,70,86,90,40,ghost,grass,210,7,0
Xurkitree,796,['Beast Boost'],89,30,Glowing Pokémon,71,3.8,83,173,71,83,electric,,100,7,1
Solgaleo,791,['Full Metal Body'],137,45,Sunne Pokémon,107,3.4,137,113,89,97,psychic,steel,230,7,1
Drampa,780,"['Berserk', 'Sap Sipper', 'Cloud Nine']",60,70,Placid Pokémon,85,3,78,135,91,36,normal,dragon,185,7,0
Mudsdale,750,"['Own Tempo', 'Stamina', 'Inner Focus']",125,60,Draft Horse Pokémon,100,2.5,100,55,85,35,ground,,920,7,0
Buzzwole,794,['Beast Boost'],139,25,Swollen Pokémon,139,2.4,107,53,53,79,bug,fighting,333.6,7,1
Necrozma,800,['Prism Armor'],107,3,Prism Pokémon,101,2.4,97,127,89,79,psychic,,230,7,1
Silvally,773,['RKS System'],95,3,Synthetic Pokémon,95,2.3,95,95,95,95,normal,,100.5,7,0
Bewear,760,"['Fluffy', 'Klutz', 'Unnerve']",125,70,Strong Arm Pokémon,80,2.1,120,55,60,60,normal,fighting,135,7,0
Passimian,766,"['Receiver', 'Defiant']",120,45,Teamwork Pokémon,90,2,100,40,60,80,fighting,,82.8,7,0
Golisopod,768,['Emergency Exit'],125,45,Hard Scale Pokémon,140,2,75,60,90,40,bug,water,108,7,0
Turtonator,776,['Shell Armor'],78,70,Blast Turtle Pokémon,135,2,60,91,85,36,fire,dragon,212,7,0
Type: Null,772,['Battle Armor'],95,3,Synthetic Pokémon,95,1.9,95,95,95,59,normal,,120.5,7,0
Tapu Bulu,787,"['Grassy Surge', 'Telepathy']",130,3,Land Spirit Pokémon,115,1.9,70,85,95,75,grass,fairy,45.5,7,1
Incineroar,727,"['Blaze', 'Intimidate']",115,45,Heel Pokémon,90,1.8,95,80,90,60,fire,dark,83,7,0
Primarina,730,"['Torrent', 'Liquid Voice']",74,45,Soloist Pokémon,74,1.8,80,126,116,60,water,fairy,44,7,0
Araquanid,752,"['Water Bubble', 'Water Absorb']",70,100,Water Bubble Pokémon,92,1.8,68,50,132,42,water,bug,82,7,0
Tapu Koko,785,"['Electric Surge', 'Telepathy']",115,3,Land Spirit Pokémon,85,1.8,70,95,75,130,electric,fairy,20.5,7,1
Pheromosa,795,['Beast Boost'],137,255,Lissome Pokémon,37,1.8,71,137,37,151,bug,fighting,25,7,1
Crabominable,740,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",132,60,Woolly Crab Pokémon,77,1.7,97,62,67,43,fighting,ice,180,7,0
Decidueye,724,"['Overgrow', 'Long Reach']",107,45,Arrow Quill Pokémon,75,1.6,78,100,100,70,grass,ghost,36.6,7,0
Kommo-o,784,"['Bulletproof', 'Soundproof', 'Overcoat']",110,45,Scaly Pokémon,125,1.6,75,100,105,85,dragon,fighting,78.2,7,0
Vikavolt,738,['Levitate'],70,45,Stag Beetle Pokémon,90,1.5,77,145,75,43,bug,electric,45,7,0
Oranguru,765,"['Inner Focus', 'Telepathy', 'Symbiosis']",60,45,Sage Pokémon,80,1.5,90,90,110,60,normal,psychic,76,7,0
Palossand,770,"['Water Compaction', 'Sand Veil']",75,60,Sand Castle Pokémon,110,1.3,85,100,75,35,ghost,ground,250,7,0
Tapu Fini,788,"['Misty Surge', 'Telepathy']",75,3,Land Spirit Pokémon,115,1.3,70,95,130,85,water,fairy,21.2,7,1
Salazzle,758,"['Corrosion', 'Oblivious']",64,45,Toxic Lizard Pokémon,60,1.2,68,111,60,117,poison,fire,22.2,7,0
Tsareena,763,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",120,45,Fruit Pokémon,98,1.2,72,50,98,72,grass,,21.4,7,0
Hakamo-o,783,"['Bulletproof', 'Soundproof', 'Overcoat']",75,45,Scaly Pokémon,90,1.2,55,65,70,65,dragon,fighting,47,7,0
Tapu Lele,786,"['Psychic Surge', 'Telepathy']",85,3,Land Spirit Pokémon,75,1.2,70,130,115,95,psychic,fairy,18.6,7,1
Nihilego,793,['Beast Boost'],53,45,Parasite Pokémon,47,1.2,109,127,131,103,rock,poison,55.5,7,1
Toucannon,733,"['Keen Eye', 'Skill Link', 'Sheer Force']",120,45,Cannon Pokémon,75,1.1,80,75,75,60,normal,flying,26,7,0
Mudbray,749,"['Own Tempo', 'Stamina', 'Inner Focus']",100,190,Donkey Pokémon,70,1,70,45,55,45,ground,,110,7,0
Shiinotic,756,"['Illuminate', 'Effect Spore', 'Rain Dish']",45,75,Illuminating Pokémon,80,1,60,90,100,30,grass,fairy,11.5,7,0
Magearna,801,['Soul-Heart'],95,3,Artificial Pokémon,115,1,80,130,115,65,steel,fairy,80.5,7,1
Lurantis,754,"['Leaf Guard', 'Contrary']",105,75,Bloom Sickle Pokémon,90,0.9,70,80,90,45,grass,,18.5,7,0
Bruxish,779,"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",105,80,Gnash Teeth Pokémon,70,0.9,68,70,70,92,water,psychic,19,7,0
Dartrix,723,"['Overgrow', 'Long Reach']",75,45,Blade Quill Pokémon,75,0.7,78,70,70,52,grass,flying,16,7,0
Torracat,726,"['Blaze', 'Intimidate']",85,45,Fire Cat Pokémon,50,0.7,65,80,50,90,fire,,25,7,0
Gumshoos,735,"['Stakeout', 'Strong Jaw', 'Adaptability']",110,127,Stakeout Pokémon,60,0.7,88,55,60,45,normal,,14.2,7,0
Toxapex,748,"['Merciless', 'Limber', 'Regenerator']",63,75,Brutal Star Pokémon,152,0.7,50,53,142,35,poison,water,14.5,7,0
Steenee,762,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",40,120,Fruit Pokémon,48,0.7,52,40,48,62,grass,,8.2,7,0
Brionne,729,"['Torrent', 'Liquid Voice']",69,45,Pop Star Pokémon,69,0.6,60,91,81,50,water,,17.5,7,0
Trumbeak,732,"['Keen Eye', 'Skill Link', 'Pickup']",85,120,Bugle Beak Pokémon,50,0.6,55,40,50,75,normal,flying,14.8,7,0
Crabrawler,739,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",82,225,Boxing Pokémon,57,0.6,47,42,47,63,fighting,,7,7,0
Oricorio,741,['Dancer'],70,45,Dancing Pokémon,70,0.6,75,98,70,93,fire,flying,3.4,7,0
Salandit,757,"['Corrosion', 'Oblivious']",44,120,Toxic Lizard Pokémon,40,0.6,48,71,40,77,poison,fire,4.8,7,0
Jangmo-o,782,"['Bulletproof', 'Soundproof', 'Overcoat']",55,45,Scaly Pokémon,65,0.6,45,45,45,45,dragon,,29.7,7,0
Charjabug,737,['Battery'],82,120,Battery Pokémon,95,0.5,57,55,75,36,bug,electric,10.5,7,0
Rockruff,744,"['Keen Eye', 'Vital Spirit', 'Steadfast']",65,190,Puppy Pokémon,40,0.5,45,30,40,60,rock,,9.2,7,0
Stufful,759,"['Fluffy', 'Klutz', 'Cute Charm']",75,140,Flailing Pokémon,50,0.5,70,45,50,50,normal,fighting,6.8,7,0
Wimpod,767,['Wimp Out'],35,90,Turn Tail Pokémon,40,0.5,25,20,30,80,bug,water,12,7,0
Sandygast,769,"['Water Compaction', 'Sand Veil']",55,140,Sand Heap Pokémon,80,0.5,55,70,45,15,ghost,ground,70,7,0
Litten,725,"['Blaze', 'Intimidate']",65,45,Fire Cat Pokémon,40,0.4,45,60,40,70,fire,,4.3,7,0
Popplio,728,"['Torrent', 'Liquid Voice']",54,45,Sea Lion Pokémon,54,0.4,50,66,56,40,water,,7.5,7,0
Yungoos,734,"['Stakeout', 'Strong Jaw', 'Adaptability']",70,255,Loitering Pokémon,30,0.4,48,30,30,45,normal,,6,7,0
Grubbin,736,['Swarm'],62,255,Larva Pokémon,45,0.4,47,55,45,46,bug,,4.4,7,0
Mareanie,747,"['Merciless', 'Limber', 'Regenerator']",53,190,Brutal Star Pokémon,62,0.4,50,43,52,45,poison,water,8,7,0
Komala,775,['Comatose'],115,45,Drowsing Pokémon,65,0.4,65,75,95,65,normal,,19.9,7,0
Rowlet,722,"['Overgrow', 'Long Reach']",55,45,Grass Quill Pokémon,55,0.3,68,50,50,42,grass,flying,1.5,7,0
Pikipek,731,"['Keen Eye', 'Skill Link', 'Pickup']",75,255,Woodpecker Pokémon,30,0.3,35,30,30,65,normal,flying,1.2,7,0
Dewpider,751,"['Water Bubble', 'Water Absorb']",40,200,Water Bubble Pokémon,52,0.3,38,40,72,27,water,bug,4,7,0
Fomantis,753,"['Leaf Guard', 'Contrary']",55,190,Sickle Grass Pokémon,35,0.3,40,50,35,35,grass,,1.5,7,0
Bounsweet,761,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",30,235,Fruit Pokémon,38,0.3,42,30,38,32,grass,,3.2,7,0
Pyukumuku,771,"['Innards Out', 'Unaware']",60,60,Sea Cucumber Pokémon,130,0.3,55,30,130,5,water,,1.2,7,0
Minior,774,['Shields Down'],100,30 (Meteorite)255 (Core),Meteor Pokémon,60,0.3,60,100,60,120,rock,flying,40,7,0
Togedemaru,777,"['Iron Barbs', 'Lightningrod', 'Sturdy']",98,180,Roly-Poly Pokémon,63,0.3,65,40,73,96,electric,steel,3.3,7,0
Kartana,798,['Beast Boost'],181,255,Drawn Sword Pokémon,131,0.3,59,59,31,109,grass,steel,0.1,7,1
Ribombee,743,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",55,75,Bee Fly Pokémon,60,0.2,60,95,70,124,bug,fairy,0.5,7,0
Wishiwashi,746,['Schooling'],140,60,Small Fry Pokémon,130,0.2,45,140,135,30,water,,0.3,7,0
Morelull,755,"['Illuminate', 'Effect Spore', 'Rain Dish']",35,190,Illuminating Pokémon,55,0.2,40,65,75,15,grass,fairy,1.5,7,0
Mimikyu,778,['Disguise'],90,45,Disguise Pokémon,80,0.2,55,50,105,96,ghost,fairy,0.7,7,0
Cosmog,789,['Unaware'],29,45,Nebula Pokémon,31,0.2,43,29,31,37,psychic,,0.1,7,1
Cutiefly,742,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",45,190,Bee Fly Pokémon,40,0.1,40,55,40,84,bug,fairy,0.2,7,0
